,Unnamed: 0,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote,differenceFromNorm,white_professional_corr,Black_Service_corr,White_Carpool_corr,Professional_Hispanic_corr,Professional_Black_corr,Hispanic_Construction_corr,Black_Construction_corr,Professional_Construction_corr,Service_Construction_corr,White_Professional_corr,Service_Carpool_corr,Black_Hispanic_corr,Black_Carpool_corr,Professional_Service_corr,Service_Hispanic_corr,White_Black_corr,Professional_Carpool_corr,White_Construction_corr,White_Hispanic_corr,Hispanic_Carpool_corr,White_Service_corr,Construction_Carpool_corr,White_Poverty_corr,Construction_Poverty_corr,Carpool_Poverty_corr,Black_Poverty_corr,Service_Poverty_corr,Professional_Poverty_corr,Hispanic_Poverty_corr,sumPerpetuation,affected
25,25,burnet,19.2,77.0,2.35,0.55,0.0,0.0,4257.0,50966.0,8325.0,28895.0,4327.5,12.55,21.85,28.8,20.200000000000006,22.6,14.85,10.4,76.85,11.35,0.0,1.75,1.05,6.65,26.3,2393.5,73.9,15.25,12.85,0.0,4.25,30985.0,96.0,20.0,12.0,0.7435856059383573,44.61513635630144,0.13093348554485484,0.9350708503278504,0.670775133591352,-0.8157771024205368,-0.91206591872861,-0.6840422887014967,0.7061288452899267,-0.028605459124834188,-0.4696314225210579,0.196158741482652,0.9350708503278504,0.7997533755406104,0.5500264795437222,0.7348229530326754,-0.7027073495431606,0.4669209444765622,-0.7735469637914606,-0.7758906964618529,-0.5265210967606879,-0.9547006001671356,0.7350031261833134,-0.5905610676034645,0.3760460734466559,0.470922262566034,-0.5565232035920872,-0.06832912266637507,-0.02079781548844607,0.4089880627094042,0.2856534858629589,-0.6074382521360566,2.1369949209877257,True
26,26,caldwell,50.15,42.75,5.9499999999999975,0.05,0.0,0.0,3402.5,47524.0,6704.5,21225.0,2858.0,18.05,25.1,24.35,22.75,22.2,14.15,14.9,80.9,11.55,0.0,1.2,0.35,3.05,32.2,1952.0,73.95,20.450000000000006,6.3,0.0,5.15,23848.0,53.0,3626.0,12.0,96.70144246897014,5802.086548138209,0.7748728744873428,0.7589187323351889,-0.24513067014418985,-0.5181702892840311,-0.7855759043854466,-0.4493165398822183,-0.6888760637541005,-0.203488213263914,0.4596659464896269,-0.12390651381117268,0.7589187323351889,-0.1335034935974475,0.4748840154756565,0.2923468513394037,-0.4977541151047553,0.3279453909823841,-0.7548152905313302,-0.3895163172984878,0.6132372869319401,-0.9351499512344352,0.53055603850652,-0.1378477989382664,-0.393581249524594,-0.33045155179197044,-0.013998538757575956,-0.3752973949931133,0.6067013960180332,-0.2379079363564478,-0.09539344685542668,0.1147384997334884,1.6174201618240929,True
27,27,calhoun,44.8,44.5,2.7,0.0,1.2,0.0,2704.0,56910.0,10084.0,25313.0,3046.0,18.8,30.4,27.9,12.7,22.7,15.9,22.6,82.1,13.5,0.7,1.0,0.7,2.5,21.0,1698.5,83.2,12.2,6.2,0.0,6.0,12491.0,52.0,16.0,12.0,0.7992954927547834,47.957729565286996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28,28,callahan,7.7,87.9,1.8,0.0,0.5,0.0,3397.0,40590.0,6750.0,22544.0,2879.0,18.1,23.5,27.3,16.5,23.2,15.1,18.8,86.1,9.4,0.0,3.0,0.0,1.8,22.3,1697.0,69.9,17.7,10.0,2.3,6.4,8658.0,9.0,4.0,12.0,0.0498960498960499,2.993762993762994,0.5286335533399691,0.07570829954460838,0.058773072026386076,0.2306801218926127,-0.18725371599314944,0.1666217431001939,-0.5794960202647808,-0.2069268965960826,-0.07457341499015309,-0.5866381739370756,0.07570829954460838,-0.08669492413320798,-0.32008745009948103,-0.6526287271024676,0.11331197550417935,0.8435662771182373,-0.3267373672221621,-0.7046279539370609,0.7316716175108577,-0.7900760405719829,0.20314947929717853,-0.8723377004504457,0.2055806815638128,-0.6437138965802806,-0.913211574530143,-0.10306610978405666,-0.06581564434039114,0.5072384784511995,0.07402112391759268,0.6692909951043836,1.1224240559600245,True
29,29,cameron,93.15,6.1,0.0,0.0,0.0,0.0,2308.0,29970.0,6270.0,12625.5,2059.0,37.35,51.5,22.95,26.6,25.3,11.35,10.95,83.35,9.45,0.1,1.2,1.5,1.75,19.7,1476.0,74.45,15.55,9.0,0.0,10.45,206391.0,409.0,76.0,12.0,1.8072881084931032,108.43728650958616,-0.21379309649635506,0.6243692105984611,0.03936479824680626,0.5388980943464965,-0.6243073196980717,-0.051180007417006165,0.3766810945010527,-0.13388471756732706,-0.5883992647089403,-0.32151671554727645,0.6243692105984611,0.0479062324949706,-0.1468491665318138,-0.1996022486362604,-0.27909274438750936,0.4065463430503484,-0.020852528086161524,-0.2234808143732604,-0.37628467402434995,-0.9785049712690759,-0.4946500431869979,-0.3753370572640887,0.03109248291056045,-0.7233607328806871,0.4759413137346463,-0.03266096366333614,-0.4185709139485841,0.07526877651868745,-0.7381819232992722,0.7712951520322792,0.5362655104618114,True
30,30,camp,17.0,65.5,14.8,0.1,0.0,0.0,2863.0,37191.0,5428.0,22040.0,2927.0,19.2,30.2,21.7,16.5,23.9,14.1,23.8,87.5,9.6,0.0,0.2,0.3,3.4,23.9,1751.0,75.6,12.1,10.0,0.6,7.7,7640.0,16.0,4.0,12.0,0.10052356020942407,6.031413612565446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
31,31,carson,9.3,87.3,0.85,0.7,0.3,0.25,2235.0,67111.5,10927.5,28469.5,2995.5,6.75,8.7,35.75,9.9,23.45,17.9,13.0,90.45,5.300000000000002,0.25,0.7,0.0,3.3,20.15,1451.0,71.15,18.8,10.1,0.0,1.35,4264.0,24.0,7.0,12.0,0.4727954971857411,28.367729831144466,0.1956694594553396,0.7846168683341599,0.034815043413596335,-0.5562126053833724,-0.8445601189452475,-0.21115790867444773,-0.1117073014909853,-0.27452838540570185,-0.2656859036310495,0.08256496785965955,0.7846168683341599,0.22216181613714106,0.2185537986896031,0.3639775019799748,-0.8945500296336036,0.9006617307435961,-0.4960672192029601,-0.34074174984440936,0.2333238522319947,-0.9529707651481021,0.469561417914556,-0.7913783269658518,-0.6080018933982582,-0.7136530816516248,-0.14468003468682736,0.3007620199439372,-0.08221236237644862,0.9094044983833328,-0.7005685951818712,0.8331118782274197,2.154840016992312,True
32,32,cass,4.0,78.2,17.0,0.0,0.3,0.0,3853.0,37303.0,6378.0,19686.0,2750.0,20.5,29.4,21.4,19.2,22.7,15.1,20.1,88.4,5.3,0.0,0.9,2.2,1.5,25.8,1869.0,79.0,13.9,8.2,0.0,10.7,20119.0,90.0,18.0,12.0,0.9662508076942194,57.975048461653174,0.8109898912834667,-0.591694393048027,0.2914776357411681,0.5208461373835749,0.5541674713261391,0.4093528471126684,-0.1881718138799669,-0.3988644447932991,-0.3682146163215608,-0.7124031915368229,-0.591694393048027,-0.6309253141361605,0.11038403285852172,-0.5225895727461379,0.1877594252099513,0.25898324043960064,-0.9336413675259846,-0.5772473781831859,0.4809499871014612,-0.42869957199914827,-0.15236078144745432,-0.3988420455252821,0.6010079341916538,-0.4687324092100661,-0.3434823764091592,-0.4896548266052561,0.4128932311105156,0.3974753653640504,0.4586471285672764,0.12921238944159796,-0.4850719340558807,False
33,33,chambers,20.1,66.1,6.7,0.1,0.7,0.0,2228.0,44167.0,10312.0,30672.0,4191.0,14.3,12.0,28.0,11.7,19.1,17.6,20.9,86.1,8.8,0.0,1.0,1.1,1.1,31.1,1434.0,76.4,17.3,6.3,0.0,9.3,26882.0,62.0,15.0,12.0,0.4151476824641024,24.90886094784615,-0.4947660550275164,0.9136502751357524,0.2428020594810937,-0.5069381133271986,-0.9652176384693814,-0.4001247619608577,0.9418461691460042,0.36982650635153386,-0.8577553513868962,0.3704100770114169,0.9136502751357524,0.9672250234604776,0.5245986557376338,0.022725593933420482,-0.7945793792877395,0.6261637818105207,-0.6853413122940328,-0.7951979853108107,-0.9008677761987356,-0.9790745613588292,0.6092515567832981,-0.5718890271206689,0.4091518750214536,-0.4576350508061224,0.22519235438323945,0.9441299272199232,0.20726754209718465,0.9883284072384926,-0.6936700944423896,0.5051036805230908,2.1490656137295714,True
34,34,cherokee,18.0,62.85,12.75,0.0,0.45,0.0,3009.0,40107.0,5428.0,18985.0,2721.0,21.8,28.4,25.7,24.85,19.05,14.65,16.0,83.19999999999997,13.1,0.0,1.7000000000000002,0.9,1.15,24.35,1439.5,76.1,16.55,5.65,0.0,7.05,27629.0,81.0,23.0,12.0,0.8091498063628796,48.54898838177277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
35,35,childress,23.35,59.05,13.1,0.7,1.4,1.45,2756.0,53912.0,15428.0,18614.0,3801.0,15.25,25.7,40.95,19.15,18.15,7.1,14.65,91.85,5.7,0.0,1.95,0.0,0.55,14.8,1300.0,57.25,31.35,10.8,0.55,5.1,3428.0,13.0,3.0,12.0,0.13652275379229872,8.191365227537924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36,36,clay,5.1,91.2,0.7,1.4,0.3,0.0,2409.0,48194.0,6822.0,27325.0,3353.0,12.7,13.9,30.7,20.6,24.9,14.9,14.5,83.4,9.9,0.0,1.2,1.1,5.0,23.7,1409.0,70.7,16.1,9.9,0.1,6.5,7656.0,48.0,16.0,12.0,1.2037617554858937,72.22570532915361,-0.14684500722980298,0.5743550613056604,-0.3012901300159285,-0.2235047593125504,-0.7603286088112143,0.688579323324359,0.511363431797365,-0.7671836894590729,-0.6157842993567514,0.13624328508003686,0.5743550613056604,-0.1381287018160159,-0.4205741950244031,-0.6558717223089249,-0.5851135900244958,0.21299078801777507,0.0935714636079084,-0.5098278385175644,-0.26862232270433883,-0.940481097565093,0.38762100423394397,-0.09647081114030362,0.4014984871100575,-0.7386587214790782,0.4368314680685395,-0.10276896212849332,-0.15805059643642735,0.28197584791684194,-0.5449993297796388,0.7512601917005584,1.1749668535573794,True
37,37,coke,20.950000000000006,77.30000000000003,0.75,0.55,0.1,0.0,1283.0,42371.5,9291.5,29246.5,7345.0,11.6,11.1,46.25,13.75,15.15,12.6,12.2,84.19999999999997,5.050000000000002,0.0,4.050000000000002,1.2999999999999998,5.45,22.3,754.0,58.6,31.6,9.85,0.0,3.1500000000000004,2215.0,8.0,4.0,12.0,0.17336343115124153,10.401805869074492,0.26589696751121605,0.8230184012854834,0.2751210953280215,-0.4702329927098611,-0.7515025579868659,-0.2874229552988091,0.8015610972819693,-0.0567671370062739,-0.7747942092586568,0.5016801112286858,0.8230184012854834,0.5011899118127968,-0.270902022054166,-0.03592157979575155,-0.7744070140373951,0.5623534995537467,-0.5448766533289013,-0.5624524920007955,-0.5892126597848905,-0.5958259321303927,0.5752362477073324,-0.6728306609995587,0.590792904303881,-0.6832351767747977,0.5791775912391249,0.459202784582235,0.38054443474568,0.6688314941278886,-0.7053670305627858,0.4791080309171193,1.9606081485465623,True
38,38,coleman,16.4,79.1,2.8,0.7,0.2,0.0,1972.0,35957.0,8231.0,21512.0,3777.0,24.3,45.7,25.1,19.3,21.3,16.0,14.6,85.9,7.3,0.0,2.4,1.5,3.1,29.9,975.0,69.0,16.7,13.8,0.4,9.7,5663.0,12.0,4.0,12.0,0.10171287303549356,6.102772382129612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
39,39,collin,11.6,62.2,7.6,0.2,10.3,0.0,3319.0,87775.0,11082.5,39405.0,4349.0,5.4,5.0,54.15,10.3,25.0,3.6,4.85,81.95,6.6,0.8,0.5,1.1,8.1,27.6,2703.5,84.3,9.05,5.8,0.0,4.5,554057.0,251.0,68.0,12.0,0.3696659368981892,22.179956213891355,-0.5126144128829547,0.8718474205494547,0.9957407039052906,-0.9864622400801372,-0.6637440709720874,-0.002513424730896105,0.09579688046575133,0.5910684846224311,-0.808104435711332,0.5141821613707424,0.8718474205494547,-0.6935338696477545,-0.7462891304791501,-0.6241583301061107,0.0896948776550371,-0.8044793989943848,0.4875847074488466,-0.779726638231747,-0.41604555806785104,-0.9450174772514596,0.9858515692374358,0.5660036742631397,0.2612912546489701,-0.09768878662681647,0.9456373762676488,-0.06683790869117448,0.8212682167785894,0.7651673970870176,-0.5726046937169116,-0.2331380850634953,1.0532195907925057,True
40,40,colorado,29.0,66.1,12.3,0.2,0.0,0.0,3471.0,45250.0,9816.0,25216.0,3411.0,11.3,14.1,27.6,14.6,22.0,16.3,17.7,87.2,7.8,0.5,2.1,0.0,1.9,21.0,2123.0,75.2,14.9,8.3,0.0,2.8,13445.0,37.0,11.0,12.0,0.3632577166232801,21.795462997396804,1.6775451432555195,0.6172437534308879,0.7162801836428069,-0.5129808268047179,-0.1828437215002716,-0.6284483890476562,-0.014701210194649662,-0.5012108993770357,-0.18579121693970066,-0.2625096704360987,0.6172437534308879,0.1178335630168462,0.21805298899364048,0.5336086778352922,-0.7715199948442494,0.2458349847044449,-0.9815498861399464,-0.17971369546081412,0.4858441439663108,-0.3948594336116266,0.16347378238661325,-0.7163736457718289,-0.30253371112043564,-0.7735322877241199,-0.30217807933716045,0.1824122361363699,0.8054143857910794,0.8488318958374941,-0.7697792077443653,0.07265932621188713,1.026552520521946,True
41,41,comal,21.85,73.65,1.35,0.0,0.35,0.0,3861.5,61007.0,10043.5,32881.5,4169.5,8.7,12.75,37.75,16.15,26.25,10.35,8.1,80.6,9.4,0.0,0.6,0.8500000000000001,7.25,29.6,2284.5,77.45,12.4,8.05,0.0,5.3,100074.0,179.0,25.0,12.0,0.5366029138437556,32.19617483062534,0.4974424791668275,0.056764276275612736,-0.4711279966267137,0.07005165746868368,0.08381882629698588,-0.20089385266829948,-0.2315686871126565,-0.060430980412159274,-0.4880166484189102,0.01870756499112497,0.056764276275612736,-0.28432169259261275,-0.41273753266037216,-0.4313610107077651,-0.5753980399565232,0.5743565260638845,-0.4052042845967729,0.8074378845546256,0.3703459947455997,-0.6465541107243733,0.323693757528508,-0.19631390402502785,-0.11887770529186135,-0.2501411051735374,0.282792396153742,-0.4685625922161002,-0.15612758475823754,0.6869082522847161,-0.6957736977742253,0.4024593499200926,0.9548145598680052,True
42,42,comanche,26.75,71.30000000000003,0.45,0.0,0.2,0.0,2567.5,38842.0,4960.0,21403.0,2528.5,21.45,39.8,28.8,13.6,20.85,14.2,21.200000000000006,81.25,12.45,0.0,1.55,1.05,3.15,24.15,1404.5,71.8,15.5,11.85,0.7,4.9,9185.0,45.0,12.0,12.0,0.7054980947196516,42.3298856831791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
43,43,coryell,18.7,60.5,15.2,0.1,1.0,0.0,2846.0,46843.0,6946.5,22932.0,2610.0,14.05,19.15,28.7,23.0,24.8,10.1,8.6,80.8,11.6,0.0,1.9,2.0,2.9,21.1,1329.0,60.1,34.8,3.9,0.0,7.3,38711.0,43.0,5262.0,12.0,70.14006354782879,4208.4038128697275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
44,44,cottle,28.1,59.9,10.5,0.2,0.0,0.0,1074.0,34955.0,3894.0,18926.0,2304.0,22.7,39.1,31.4,22.6,22.9,19.2,3.9,66.6,17.7,0.0,9.6,4.0,2.2,15.1,615.0,56.4,28.9,14.0,0.7,7.5,1062.0,12.0,4.0,12.0,0.5423728813559322,32.54237288135593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
45,45,crane,60.0,35.7,3.5,0.7,0.0,0.0,2869.0,58333.0,6374.0,23808.0,2497.0,13.1,16.3,19.0,19.4,17.3,21.9,22.3,77.0,18.9,0.6,2.0,1.4,0.0,23.0,1980.0,82.2,13.9,3.9,0.0,5.2,2666.0,16.0,4.0,12.0,0.2880720180045011,17.284321080270068,1.3211606331974937,0.9044501869571518,0.9898642908524464,0.7644699282832247,-0.9123949358247232,-0.8865731413990136,-0.9748299242569765,-0.9599274144665508,0.9806856930611896,-0.9103979240958692,0.9044501869571518,-0.6346187423349243,0.9982473737647654,-0.7379403838728377,-0.8118919036306504,0.9797250023198316,-0.9991918748512816,0.9664232906325158,0.9704161290659286,-0.9998193439096456,-0.7765850920090611,-0.9833560755559294,0.8974995275228818,-0.6862387530754166,-0.4903205156338077,-0.0556988879377504,0.7149207100921465,0.8069732029595739,-0.3103851026519606,0.6722892791110089,1.1075900972679222,True
46,46,crockett,61.8,36.7,0.3,0.0,0.0,0.0,2609.0,53678.0,8534.0,26675.0,3494.0,17.5,30.4,21.6,17.5,20.7,24.4,15.9,76.1,18.7,0.0,3.5,0.0,1.6,21.1,1851.0,77.4,16.3,6.2,0.2,1.8,2501.0,12.0,4.0,12.0,0.2303078768492603,13.818472610955615,0.4537499416299278,0.185108098855144,0.6303908559615174,-0.08636056613638272,-0.2441327018321669,-0.13355291630869193,0.11166467026165007,-0.2960842673617626,-0.2320237656006005,-0.2614793869737498,0.185108098855144,0.09407624363983486,0.5225366049450841,0.06435319545336532,-0.6866485291899388,0.44269335561246576,-0.8597118618075454,-0.10045302397168994,0.1564736737467328,-0.8759928619054008,0.0724248753010125,-0.5923677729435576,0.0701473808079681,-0.6194444906286429,0.08442238771317072,0.2490055169621755,0.4920728305805959,0.5764608677292751,-0.5899967592469325,0.6149820015787224,0.7002263297686223,True
47,47,crosby,55.0,42.0,3.1,0.0,0.0,0.0,1583.0,37835.0,3961.0,18986.0,2438.0,18.6,28.3,28.1,19.1,20.0,22.4,9.0,83.5,8.4,0.0,3.3,4.2,1.5,23.3,908.0,72.9,17.5,10.4,0.0,9.8,3540.0,12.0,709.0,12.0,28.84067796610169,1730.4406779661015,2.706464661907099,0.9794492537958684,0.9322498662284048,-0.6491457912285877,-0.3960973623174163,-0.9710289701324794,0.3754448994156711,-0.6248635561944603,0.5161777352271023,-0.8555240665624421,0.9794492537958684,0.3365625927260917,0.22168219940502085,0.3996906931957883,-0.8784726032761752,-0.024331519434771062,-0.9356718615346492,-0.5969864985863178,0.42574970713045535,-0.546912399449151,0.7667406896299657,-0.8043689269170057,-0.06609884579886276,-0.7510782716055457,-0.8504316833409409,0.26445222415387376,0.9129448650764724,0.9904613316009241,-0.849007545938091,-0.1240494612525275,1.7218584239910633,True
48,48,culberson,78.4,19.2,0.4,0.5,0.0,0.1,1591.0,35000.0,5602.0,17340.0,3140.0,29.7,41.7,20.1,32.2,24.2,15.7,7.8,73.1,18.7,0.2,2.9,3.0,2.2,11.0,1020.0,74.7,19.1,6.2,0.0,6.5,1714.0,18.0,5.0,12.0,0.6301050175029171,37.80630105017503,-0.5374286364883527,0.27250847950993096,0.1974729322928024,0.50861356943321,-0.3238694496526902,0.08241115274566904,0.5054383336198799,-0.3589051224975466,-0.8668527460269342,0.15425721379342466,0.27250847950993096,0.6615962449186918,-0.7554192513748449,0.8008571760602313,-0.5925730206770621,-0.1883234848729399,0.7779120809553701,-0.47264535181076506,-0.4793819702957482,-0.99792411174736,-0.4546940256280818,0.2411794592982003,0.0624193926555392,-0.2981001461806553,0.2725924797908956,0.3147662577294397,-0.25123115879695435,0.8406905170156228,-0.607199814486912,0.34455316542745706,-0.37050903099109067,False
49,49,dallam,34.1,61.7,0.75,1.2000000000000002,1.0,0.0,2092.0,47257.5,6025.5,23821.5,3271.0,14.8,21.5,24.5,21.45,16.75,20.0,17.3,80.0,11.5,1.0,1.75,2.95,2.85,12.65,1690.5,74.95,13.25,11.55,0.25,3.9,3040.0,8.0,2.0,12.0,0.06315789473684211,3.789473684210527,-0.44178435015017176,0.5668492199939953,0.2378164378747717,-0.8609243685075791,-0.602328624922244,-0.4268614105652807,0.5839270640686589,0.3301764295181539,-0.8476361771533222,0.3722672180627925,0.5668492199939953,0.3322700507751121,0.8003337539682552,0.7787921060158948,-0.6395564468578638,0.5591259254864399,-0.9094020143514427,-0.6928966294376232,-0.5185473815481279,-0.9767012786937012,0.8497690231087262,-0.4697392500342156,0.6986617516363101,-0.8220247914505368,0.5076279532068072,0.6513480501123591,0.5892375801712879,0.7972594195159644,-0.6581083346101496,0.8872793167443788,1.9757441685891608,True
50,50,dallas,33.5,27.8,12.7,0.0,2.0,0.0,2496.0,46797.0,7540.0,22002.0,2902.0,17.9,26.1,28.2,18.4,24.1,9.9,13.4,79.4,10.2,2.1,0.7,1.3,3.3,26.35,2147.0,84.2,8.4,6.3,0.0,7.0,1338338.0,3092.0,416.0,12.0,11.533158290357143,691.9894974214287,-0.4957555948910492,0.9625422348138376,0.04388650043469024,-0.9992426360513722,-0.9438978978184944,-0.960768922830523,0.5847605061479867,0.6288746628921954,-0.8198447901761754,-0.7491584757833339,0.9625422348138376,0.07628215469235954,0.9984591494548982,0.9994733590514399,0.2349180920325869,0.09925709584693672,-0.9999790939889436,-0.9512629231444816,-0.6338890199504473,-0.9980794560123256,0.9997340268408308,-0.037425625133813284,0.6033133550240993,-0.5544783600838927,0.9951197746539782,0.5216758111992668,0.5490856186527707,-0.8108634183404029,-0.7593442097818422,0.5018614920730762,2.061533357501605,True
51,51,dawson,57.2,39.25,2.65,0.2,0.15000000000000002,0.0,2733.5,41840.5,7913.5,23688.5,3295.0,17.45,17.7,24.0,18.1,23.75,14.9,15.0,78.9,13.05,0.3,1.25,1.5,2.45,16.85,1215.5,68.4,23.35,8.85,0.05,9.95,7065.0,28.0,9.0,12.0,0.4280254777070064,25.68152866242039,0.12232738109368405,0.611339481993772,0.4407252195328996,-0.4034697853404053,-0.4699773244897676,-0.4314306880792259,0.04176011778653472,-0.05014279155418452,-0.5313188302927799,-0.15955076781703956,0.611339481993772,0.05145325984837707,0.07524887263833382,0.6925492497631208,-0.1720371153464131,0.7513699354241973,-0.6362847239564585,-0.8008933201367089,-0.07973482051458379,-0.8023940714940605,0.0642973930493704,-0.8062509305241626,0.17161663489697346,-0.8803248407263283,0.33129052495551625,0.4111621842159767,0.7735962921250378,0.6688821387572522,-0.5571244076201008,0.4922326368053673,1.4270068104673397,True
52,52,delta,7.0,80.0,9.35,0.4,0.8,0.0,2010.0,40795.5,4627.0,20329.5,2336.0,24.35,42.4,33.05,14.9,21.75,11.65,18.6,82.35,10.2,0.0,3.4,1.75,2.25,29.75,915.0,73.15,16.45,10.4,0.0,14.3,3838.0,23.0,1.0,12.0,0.07191245440333507,4.314747264200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
53,53,denton,15.8,62.2,6.8,0.1,5.8,0.0,3207.0,73542.0,9059.0,34108.0,3912.0,6.1,7.1,44.6,13.1,26.3,5.6,8.2,81.4,8.2,0.6,0.5,0.9,5.4,27.4,2471.0,83.7,11.3,5.5,0.0,4.9,503487.0,521.0,94.0,12.0,1.1672356982404708,70.03414189442826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
54,54,dewitt,30.6,62.5,3.8,0.0,0.0,0.0,2972.0,50363.0,14391.0,32141.0,4626.0,13.3,18.8,30.4,17.1,21.4,15.8,13.2,81.8,8.3,0.0,2.6,1.4,4.0,21.2,1704.0,71.7,16.0,9.8,0.1,4.2,11765.0,27.0,10.0,12.0,0.2753931151721207,16.523586910327243,0.11706353975228795,0.9973756157786928,0.8448750123815595,0.6136803515841832,-0.9877780854195184,-0.4272329039671789,0.4680120469596089,-0.7165413090966729,-0.32454912543077546,-0.2322267406531336,0.9973756157786928,-0.9630425780579756,0.2810856564527373,-0.9577426693591186,-0.8446413894126202,0.7508776945299477,-0.3606510724770141,0.6692342297937272,-0.3921790786702298,-0.9964706615700596,-0.5452378580095439,-0.8036662028005604,0.4856298863610558,-0.13481309957224724,0.9643621432360776,0.6996146160992875,-0.8755657390689817,-0.4813031661428732,-0.06271940618484463,0.21751276718172,1.2030154522990966,True
55,55,dickens,26.4,66.9,6.1,0.2,0.0,0.0,1714.0,39700.0,4253.0,20659.0,2919.0,20.1,24.8,41.5,15.6,16.9,19.0,7.0,75.3,9.7,0.0,6.2,2.8,6.1,16.1,744.0,59.0,31.2,9.5,0.3,13.6,1268.0,15.0,6.0,12.0,0.8517350157728707,51.10410094637224,0.4648861397141529,0.7096226837358295,0.7642330753069682,-0.7932997292995291,-0.5011570938548043,-0.6747555982001955,0.3514756745242851,-0.039528790459351794,-0.4182473430435144,-0.4488301934437624,0.7096226837358295,0.4016309851039353,0.3310470146581311,0.6848068468019566,-0.4557504240128832,-0.013123753497696624,-0.7956187313143753,-0.7083436092009309,-0.19495986467552207,-0.8345007450766899,0.6344497560415093,-0.4332885887813979,0.41242506567581344,-0.8127806736050847,-0.11597680451197195,0.4360874837220937,0.5700508047289907,0.4290866964602448,-0.5938788101095561,0.7370128431662418,1.3309486862796422,True
56,56,donley,10.5,82.5,5.25,0.65,0.4,0.05,1413.0,36457.5,3963.5,20544.0,2352.5,17.55,32.15000000000001,34.25,24.15,15.75,14.8,11.0,68.55,16.75,0.0,4.45,1.15,9.1,23.4,705.5,55.45,29.95,14.6,0.0,3.3000000000000003,2230.0,12.0,6.0,12.0,0.3874439461883408,23.246636771300448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
57,57,duval,89.8,9.0,1.2,0.0,0.0,0.0,2694.0,30583.0,12871.0,21040.0,4980.0,22.8,41.1,21.0,24.0,23.5,23.0,12.0,70.3,19.2,0.0,6.3,1.1,2.9,19.1,1457.0,75.9,16.4,6.6,0.0,10.9,1971.0,32.0,9.0,12.0,1.7534246575342465,105.2054794520548,-0.21220723726706725,0.4764827024851517,-0.15614697605442202,-0.6166096078030726,-0.6709887671067062,0.32218410059626384,0.2877456785827556,-0.5485005826212721,-0.7205785819910093,0.5149442485450015,0.4764827024851517,0.6432216510755497,-0.12202168619973855,-0.0323920152385644,-0.7154352834751895,0.5156988683299315,-0.2934627117936367,-0.6253639190261981,-0.04604402998369876,-0.8914770673581295,0.639797997670372,-0.4538501105480876,0.3325646601628415,-0.7216913552837153,0.4362285025451289,0.6879207202144907,0.1052444366408604,0.6657525928530352,-0.7865008951854693,0.7608737039371284,1.6319795684854552,True
58,58,eastland,9.6,82.9,0.9,0.1,0.1,0.0,2371.0,34613.0,7189.0,16939.0,2571.0,17.7,19.4,27.8,24.1,18.9,15.0,14.0,83.0,10.1,0.0,1.5,0.7,3.5,20.3,1062.0,76.9,16.7,9.0,0.4,4.6,10860.0,32.0,9.0,12.0,0.318232044198895,19.0939226519337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
59,59,ector,56.8,37.40000000000001,2.95,0.1,0.05,0.0,3097.5,56077.0,8094.5,23442.5,3742.5,13.4,16.6,21.05,15.55,25.20000000000001,16.1,17.3,81.3,14.6,0.0,0.6,0.3,1.95,20.05,2439.5,83.6,10.2,7.4,0.0,4.4,76573.0,111.0,26.0,12.0,0.4522743003408512,27.136458020451073,-0.22494027854025228,-0.8534530922812279,0.3628403224032278,0.5983716388587609,0.6449571645636447,0.8117393507460348,0.03936882419961309,-0.9932012920867156,-0.7382350547068669,-0.4688499112644043,-0.8534530922812279,-0.128394847022644,0.07721817932490155,-0.9707253433941508,-0.2496879389049661,-0.9010511564530344,-0.3884080112813211,-0.928252999032366,0.27849735335474896,-0.9487283017747334,-0.31443271293745195,0.7177592661094694,0.936164985445364,-0.7204639480509166,0.4654084485669195,0.12453387034667952,-0.3592106040535498,-0.999992425284904,0.2534549863404137,0.9027324367671168,-2.0689369616717146,False
